Titolo;URL album;URL pubblico;Data da;Data a;Collabora attivo;Modificato;Stato
Videocassette e audiocassette;https://photos.google.com/share/AF1QipP-HhqYThwovrMJ9LxzW3cd9sy-NnciCeMwzr0oIJ-niWTMtWVPa_9yiUjW3BIUeQ?key=cUtMYThvUzNzdHQ5M3VHMHVLTUNyZXhuLWo1UW1R;https://goo.gl/photos/epzSvU6rkoAfueyY6;;;;NO;Errore - switch Collabora non trovato
Test;https://photos.google.com/album/AF1QipPQmQ3xPvXd6gbt_6DHSgmNOHH1jDS0Dv8tsAyH;;;;;NO;Non condiviso
Rumori;https://photos.google.com/album/AF1QipM0IHTyEwNvp_UCGLjEgwuMdzAjm2srD0bK4Mxc;;;;;NO;Non condiviso
2010-09-11 (50° anniversario PAN);https://photos.google.com/album/AF1QipNKgYW8TSq3MpfYe7EDCtbHmR-kOye9-CKpExHo;;;;;NO;Non condiviso
Islanda 27/06/2010;https://photos.google.com/share/AF1QipNEJ6al6OSXutLWhXvex1VVlLYJTpH70_Sb6TsWCF2IKONTBKlRC09YqJjL_2oOgA?key=ZE9EUDlIek9wcm9MMFhEamVwNTdRTkVUWnVRZWx3;https://photos.app.goo.gl/8EDaM7BqXeioEm5g7;27/06/2010;27/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 26/06/2010;https://photos.google.com/share/AF1QipPvzNb_bcO041MBfY-UyU0zzJ9ax8-81E6eMvMYm7vUNTK6kVHCfibjvc3exC1pzQ?key=U3NFelVwb053d2c4clcwdUtzbkwwMXN3NDI4Y3JB;https://photos.app.goo.gl/Sh4fRp83bU7pZXGz7;26/06/2010;26/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 25/06/2010;https://photos.google.com/share/AF1QipPrEwOsdtIm_kcZ458KuUIiSCcxW0eRrximHa3JaZtBQhSgbLkijw1TvRcLfN352A?key=am45ZHhsV2NVT1pvQlF3cU8zellJMkpaQ29FSkFn;https://photos.app.goo.gl/r8WsF9d4VgSWHN8q6;25/06/2010;25/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 24/06/2010;https://photos.google.com/share/AF1QipNNolVBs0ZFPkuyMRsWvcE2RE7lXFYW_xAR7uUE_Hnq2Kb1S8Z22_ow5-Y7v78Sfg?key=eEJVYVI2amd6S2Rha1FUdTk0ak5nU0NWdVNRbFd3;https://photos.app.goo.gl/67dzVFjGMkxin4hd9;24/06/2010;24/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 23/06/2010;https://photos.google.com/share/AF1QipNl-96fbkWo4SP4zskK1JKeeGNZPxe6MbplofLv6H3gr-bMjDYdvcCkH1hROPPdyA?key=X0NfcHQybVJmWGMtcTdKelgxLTNka2QzZGItU0dR;https://photos.app.goo.gl/7AfQF7hcsV5Yjp3Y8;23/06/2010;23/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 22/06/2010;https://photos.google.com/share/AF1QipO-6UtGFfKmsZrnVpKsUanpLB6a-LHaTtrlaNbHKet4qF6D1Bdm_KL2MZUbDd-REQ?key=dVZtSHFKNVNDT3FxRWE2Wl9OcFh6cUoyMlE1Q2R3;https://photos.app.goo.gl/JDFnf36hoT2df9MaA;22/06/2010;22/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 21/06/2010;https://photos.google.com/share/AF1QipP3Ou_rMvm9N8958OSikjquCzV1-B_fkCOZ6g0ccHOXg4LWfTwN6UQwlF_rkbvfBw?key=V2dPTzVTeXIzUXVWNEctUzVQZTlUVEEwdDhvUGRn;https://photos.app.goo.gl/sxSRpyeHxEV66UxF7;21/06/2010;21/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 20/06/2010;https://photos.google.com/share/AF1QipP4YshXr9_VD1xS9wIeMQuVPrKD-HRXcFjHyGAKrn9-isJWVxnFFd8AU_MN4isVPg?key=cVI0Zm9TODRzbkdkNFQyQ3VFbTBTb3M1S2ZhY0dB;https://photos.app.goo.gl/Lz5Ged9uMZ4ACyPC6;20/06/2010;20/06/2010;NO;NO;Condiviso - Collabora disattivato
Islanda 19/06/2010;https://photos.google.com/share/AF1QipMO002THMa_u1A5_CER0lU_G6yX1GKvX4_e5aC_SShKMnEFTfzyHzlPU3txk734eA?key=dkhBNk96ZHoyamxaanM4bFJnZkRocUlmXzRWX2F3;https://photos.app.goo.gl/hxCL26KbTZMh5MVk8;19/06/2010;19/06/2010;NO;NO;Condiviso - Collabora disattivato
